output_id,output
AboveBelow3_2,|0000000000|0000000000|0000000000|0005555000|0005555000|0005555000|0005555000|0000000000|0000000000|0000000000| |0000000000|0000000000|0005555000|0005555000|0005555000|0005555000|0005555000|0000000000|0000000000|0000000000| |0000000000|0000000000|0005555000|0005500000|0000000000|0005555000|0005555000|0000000000|0000000000|0000000000|
CompleteShapeMinimal_0,|000040000|000404000|004000400|040000040|400000004|040000040|004000400|000404000|000040000| |000044440|000444440|004404440|044000440|040000040|040000040|004000440|000404440|000044440| |000040000|000400000|004000400|040000040|400000004|040000040|004000400|000404000|000040000|
CompleteShapeMinimal_1,|0000000|0007000|0077700|0777770|0077700|0007000|0000000| |0000000|0007700|0077700|0077700|0077700|0007700|0000000| |0000000|0077000|0077700|0077700|0077700|0077000|0000000|
CompleteShapeMinimal_2,|55555555|55055055|55555555|55555555|55555555|55555555|55555555|55555555| |55555555|55555555|55555555|55555555|55555555|55555555|55555555|55555555| |55555555|55555555|50555555|55555555|55555555|55555555|55555555|55555555|
CompleteShape6_0,|555500|555500|555500|000000|007770|007770| |555500|005550|005550|000000|007777|007777| |555500|005500|005500|007000|007700|007770|
CompleteShape6_1,|000000|088800|088800|088800|000022|000022| |000000|000800|000800|088800|000002|000022| |080000|080800|080800|088800|000022|000022|
CompleteShape6_2,|6666666666|6666666666|6600000066|6600000066|6600000066|6600000066|0000000066|0000000066|0000000066|0000000066| |6666666666|6666666666|6666666666|6666666666|6666666666|6666666666|6666666666|6666666666|6666666666|6666666666| |6666666666|6666666666|6666666666|6666666666|6666666666|6666666666|0000000066|0000000066|0000000066|0000000066|
Center10_0,|000000|000000|055000|051500|005500|000000| |000000|000000|055000|051500|000500|000000| |000000|000000|055000|050500|005500|000000|
Center10_1,|055000|050000|000000|000100|000000|000005|000055|000000| |055000|050000|000000|000000|000000|000005|000055|000000| |055000|050000|001000|000100|000010|000005|000055|000000|
Center10_2,|000055|000005|000100|050000|055000|000000| |000055|000005|000000|050000|055000|000000| |000055|000005|000100|050000|050000|000000|
AboveBelow1_0,|0660066606|0660066606|0000066600|4444444444|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000| |0660066606|0660060606|0000060600|4444444444|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000| |0660066606|0660066606|0000066600|4444444444|0000000000|0000000000|0666006660|0666006660|0666000000|0000000000|0000000000|0000000000|0000000000|0000000000|
AboveBelow1_1,|0033333000000|0033333000000|0000000000000|0000000000000|9090909090909|0000000000000| |0033333000000|0030000000000|0000000000000|0000000000000|9090909090909|0000000000000| |0033333000000|0033333000000|0000000000000|0000000000000|9393939393939|0033333000000|
AboveBelow1_2,|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000| |000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|555555555555|000000000000|000000000000|000000000000| |000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|505050505050|000000000000|000000000000|000000000000|
AboveBelow7_0,|0000000000|0000000000|0000000000|0444044440|0404040040|0444040040|0000040040|0000040040|0000044440|0000000330|0000000030|0000000000| |0000000000|0000000000|0000000000|0444044440|0404040040|0444040040|0000040040|0030040040|0000044440|0333003330|0333033330|0030003330| |0000000000|0000000000|0000000000|0444044440|0404040040|0444040040|0000040040|0330040040|0030044440|0000000300|0000000000|0000000000|
AboveBelow7_1,|00000000000000|00000000000000|01111110000000|01000010000000|01000010111110|01000010100010|01000010100010|01111110100010|00000020111110|00002020000000|00000000000000|00000000000000|00000000000000| |00000000000000|00000000000000|00000000000000|01000010022200|00000000000000|00000000000000|01000010100010|01111110100010|02222220111110|02222220020200|00222000000000|01111110000000|01200010022200| |00000000000000|00000000000000|01111110000000|01000010000000|01000010111110|01000010100010|01000010100010|01111110100010|00000010111110|00000000000000|00200000000000|02200000000000|00000000000000|
AboveBelow7_2,|000000000|000000000|000000000|077777770|070000070|070000070|070000070|077777770|000000000|000020000|000000000|022202200| |272222272|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000| |000000000|000000000|000000000|077777770|070000070|070000070|070000070|077777770|072027720|000020000|000000000|022020000|
CompleteShape7_0,|000000|066000|066000|000000|000000|000000| |000000|066660|066660|066660|066660|000000|
CompleteShape7_1,|0000000000|0000000000|0700700700|0000000000|0000000000|0700700700|0000000000|0000000000|0700700700|0000000000| |0000000000|0777777770|0777777770|0777777770|0777777770|0777777770|0777777770|0777777770|0777777770|0000000000| |0000000000|0777700000|0777700000|0777700000|0777700000|0000000000|0000000000|0000000000|0000000000|0000000000|
CompleteShape7_2,|00000000|00000000|00000000|00101100|00101100|00000000|00101100|00000000|00000000|00000000| |00000000|01111110|01111110|01111110|01111110|01111110|01111110|01111110|01111110|00000000| |00000000|01111000|01111000|01111000|01111000|00000000|00000000|00000000|00000000|00000000|
AboveBelow8_0,|000000000000|000000000000|000000000000|000000000000|000888000000|000800000000|000888000000|000008000000|000008888000|000000008000|000000008000| |000000000000|000000000000|000008880000|000008000000|000888000000|000800000000|000888000000|000008000000|000008888000|000000008000|000000008000| |000000000000|000000000000|000008880000|000008000000|000888000000|000800000000|000888000000|000008000000|000008888000|000000000000|000000008000|
AboveBelow8_1,|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000008000000000|000008888880000|000000000080000|008888888880000|008000000000000|000000000000000| |000000000000000|000000000000000|000000000000000|000000000000000|000888000000000|000008000000000|000008888880000|000000000080000|000888800000000|000000000000000|000000000000000| |000000000000000|000000000000000|000000000000000|000000000000000|000888000000000|000008000000000|000008888880000|000000000080000|000000000000000|000000000000000|000000000000000|
AboveBelow8_2,|0000000000|0000000000|0000000000|0000000000|0000080000|0000880000|0000800000|0000000000|0000000000|0000000000|0008000000|0000000000|0000000000| |0000000000|0000000000|0000000000|0000000000|0000000000|0000880000|0000800000|0000800000|0000000000|0000000000|0000000000|0000000000|0000000000| |0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0000000000|0008000000|0008000000|0088000000|0080000000|
CleanUpMinimal_0,|077777770|077777770|077777770|077777770|077777770|077777770|077777770|077777770| |000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000| |077777777|077777770|077777770|777777777|077777770|077777770|077777770|077777770|
CleanUpMinimal_1,|0000000000000|0000000000000|0000000000000|0006000000000|0000006006000|0000006666000|0060006666000|0066006666000|0000006006000|0000000000000|0060000000060|0060660060000|0000000066000| |0000000000000|0000000000000|0000000000000|0000060606000|0000006006000|0000006666000|0000006666000|0000006666000|0000006660000|0000000000000|0000000000000|0000000000000|0000000000000| |0000000000000|0000000000000|0000000000000|0000000000000|0000003003000|0000003333000|0000003333000|0000003333000|0000003003000|0000000000000|0000000000000|0000000000000|0000000000000|
CleanUpMinimal_2,|00000000020|00200000200|00020020200|00000200000|00002220000|00002220000|02000200000|00020000200|00000000200|00000000020| |00000000000|00000000000|00000000000|00000000000|00000000000|00000000000|00000000000|00010000100|00000100100|00000000000| |00000000000|00100000100|11111111110|00111111100|00011111000|00001110000|00000100000|00000000000|00000000000|00000000000|
AboveBelow10_0,|0022222222222|0222222222222|2222222222222| |0022000000000|0222000000000|2222200000000| |2220000000000|2200000000000|2000000000000|
AboveBelow10_1,|000000000000|000000000006|000000000066|000000000666|000000006666|000000006666|000000000666|600000000066|660000000006|666000000000| |000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|600000000000|660000000000|666000000000| |666666600000|666666000006|666660000066|666600000666|666000006666|660000066666|600000666666|666666666666|066666666666|006666666666|
AboveBelow10_2,|0000|0000|8888|8888|8888|8888|8888|8888|8888|8888| |8800|8880|8888|0000|0000|0880|8888|8888|8888|8888| |0000|0000|8888|0888|0088|0888|8888|8888|8888|8888|
AboveBelow9_0,|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|999999999999999|000000080000000|000008880000000|000008000000000| |008000000000000|008888800000000|000000800000000|000000800000000|000088800000000|000080000000000|000080000000000|000088880000000|999999999999999|000000000000000|000000000000000|000000000000000| |008000000000000|008888800000000|000000800000000|000000800000000|000088800000000|000080000000000|000080000000000|000088800000000|999999999999999|000000000000000|000000000000000|000008000000000|
AboveBelow9_1,|000100000000|333333333333|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000| |000100000000|333333333333|000110000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000| |000100000000|333333333333|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000100000000|
AboveBelow9_2,|22222222222|00000000000|00000000000|00000000000|00000000000|00000000000|00000000000|00000000000|00000000000| |22222222222|00005000000|00005000000|00000000000|00000000000|00000000000|00000000000|00000000000|00000000000| |22222222222|00000000000|00000000000|00000000000|00000000000|50000000000|50000000000|50000000000|00000000000|
CopyMinimal_0,|5550555|5050505|5550555| |5550000|5050000|5550000| |5505505|5505505|0000000|
CopyMinimal_1,|00000000000|00600000600|06060006060|60406060406|06060006060|00600000600|00000000000| |00000000000|00600000000|06060000000|60406000000|06060000000|00600000000|00000000000| |66066066066|66066066066|00000000000|66066066066|66066066066|00000000000|66066066066|
CopyMinimal_2,|8880888| |8880000| |8808808|
CompleteShape3_0,|0000000000|0000000000|0777077070|0700000070|0700000070|0700000070|0700000070|0777077070|0700000000|0000000000| |0000000000|0000000000|0777077070|0700000000|0700000070|0700000070|0700000070|0777077070|0700000000|0000000000| |0000000000|0000000000|0777777770|0700000070|0700000070|0700000070|0700000070|0700000070|0700000070|0777777770|
CompleteShape3_1,|00000000000000|00000000000000|00000000000000|00888888888800|00800000000800|00800000000800|00800000000800|00800000000800|00800000000800|00000000000800|00800000000800|00800800080800|00888888888800|00000000000000|00000000000000| |00000000000000|00000000000000|00000000000000|00888888888800|00800000000800|00800000000800|00800000000800|00800000000800|00800000000800|00000000000800|00800000000800|00800000000800|00888888888800|00000000000000|00000000000000| |00000000000000|00000000000000|00000000000000|00888888888800|00800000000800|00800000000800|00800000000800|00800000000800|00800000000800|00000000000000|00800000000800|00800800080800|00888888888800|00000000000000|00000000000000|
CompleteShape3_2,|0000000000000000|0000000000000000|0000000000000000|0009000999999000|0009000000009000|0009000000009000|0009000000009000|0009000000009000|0009000990009000|0000000000000000|0000000000000000| |0000000000000000|0000000000000000|0000000000000000|0009999999999000|0009000000009000|0009000000009000|0009000000009000|0000000000000000|0009999099999000|0000000000000000|0000000000000000| |0000000000000000|0000000000000000|0009000000009000|0009000900009000|0000000000000000|0009000000009000|0000000000000000|0009000900009000|0009000000009000|0000000000000000|0000000000000000|
CleanUp10_0,|002000|002000|002000|222222|002000|002000| |000000|002000|000000|222222|000000|002000| |002000|000000|002000|002220|002000|000000|
CleanUp10_1,|222222|000200|000200|000200|000200|000200|000200|000200|000200|000200| |000000|000000|000000|000000|000000|000000|000000|000000|000000|000000| |220220|000000|020200|000200|000000|000000|000000|000000|000000|000000|
CleanUp10_2,|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000| |000200000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000| |000000020000|200000000000|020000000000|002000000000|000200020002|000020000000|000002000000|000000200000|000000020000|000000002000|000000000200|000000000020|
Copy10_0,|000000000000000000000|006666666606666666600|006777777606777777600|006777777606777777600|006666666606666666600|000000000000000000000| |000000000000000000000|006666666600000000000|006777777600777777000|006777777600777777000|006666666600000000000|000000000000000000000| |000000000000000000000|006666666600666666600|006777777600777777600|006777777600777777600|006666666600666666600|000000000000000000000|
Copy10_1,|0000000000000|0000000000000|0808080808080|0000000000000|0800440440080|0004444444000|0804444444080|0004444444000|0800440440080|0000000000000|0808080808080|0000000000000|0000000000000|0000000000000|0808080808080|0000000000000|0800440440080|0004444444000|0804444444080|0004444444000|0800440440080|0000000000000|0808080808080|0000000000000|0000000000000| |0000000000000|0000000000000|0808080808080|0000000000000|0800440440080|0000000000000|0800000000080|0000000000000|0800000000080|0000000000000|0800000000080|0000000000000|0000000000000|0000000000000|0800000000080|0000000000000|0800000000080|0000000000000|0800000000080|0000000000000|0800440440080|0000000000000|0808080808080|0000000000000|0000000000000| |0000000000000|0000000000000|0808080808080|0000000000000|0800040440080|0000000000000|0800000000080|0000000000000|0800000000080|0000000000000|0800000000080|0000000000000|0000000000000|0000000000000|0800000000080|0000000000000|0800000000080|0000000000000|0800000000080|0000000000000|0800440440080|0000000000000|0808080808080|0000000000000|0000000000000|
Copy10_2,|0000000000000000000000000|0055555555500055555555500|0050333330000000333330500|0050333330000000333330500|0055555555500055555555500|0000000000000000000000000| |0000000000000000000000000|0050000000000000000000000|0050000000000000000000000|0050000000000000000000000|0055555555500055555555500|0000000000000000000000000| |0000000000000000000000000|0000000000000000000000000|0000333300000000333300000|0000333300000000333300000|0000000000000000000000000|0000000000000000000000000|
Center7_0,|6|6| |66|
Center7_1,|5|5|5|5|5| |555| |0|
Center7_2,|5|5| |555555|
AboveBelowMinimal_0,|33|33| |23|22| |36|33|
AboveBelowMinimal_1,|55|55| |66|55| |33|33|
AboveBelowMinimal_2,|11|66| |11|11| |16|11|
AboveBelow4_0,|000000000000|000311110000|000000000000|000000000000|000000000111|311313333333|000000000000|033333300000|000000000333| |000000000000|000331110000|000000000000|000000000000|000000000111|111111111111|000000000000|033111100000|000000000111| |000000000000|000333330000|000000000000|000000000000|000000000333|111111111111|000000000000|033333300000|000000000111|
AboveBelow4_1,|0000430000|0000000000|3333333333|0000000000|0000444444|0000000000| |0000340000|0000000000|3333333333|0000000000|0000343333|0000000000| |0000330000|0000000000|3333333333|0000000000|0000334433|0000000000|
AboveBelow4_2,|00000000000|06666666665|55555555555|06666666665|00000000000| |00000000000|05566566666|55555555555|05555666665|00000000000| |00000000000|05566666666|55555555555|06666666665|00000000000|
Copy8_0,|000000000000|008888877700|008888800700|008888800700|008888800700|008888877700|000000000000|008888877700|008888800700|008888800700|008888800700|008888877700|000000000000| |000000000000|008888877700|008888888700|008888888700|008888888700|008888877700|000000000000|008888888800|008888888800|008888888800|008888888800|008888888800|000000000000| |000000000000|008888088880|008888088880|008888088880|008888088880|008888088880|000000000000|008888088880|008888088880|008888088880|008888088880|008888088880|000000000000|
Copy8_1,|06550000005500060|06505000005050060|06500500005005060|06500050005000560|06500005005000050|06500000505000065|06555555505555555|06666666666666660|00000000000000000|00000000000000000| |06550000005500060|06505000005050060|06500500005005060|06500050005000560|06500005005000050|06500000505000060|06555555505555550|06666666666666660|00000000000000000|00000000000000000| |06550000005500060|06505000005050060|06500500005005060|06500050005000560|06500005005000050|06500000005000060|06555550005555500|06666600006666000|00000000000000000|00000000000000000|
Copy8_2,|0333330333330|0333330333330|0333330333330|0333330333330|0333330333330|0003000000000|0003000000000|0003000000000|0333330000000|0000000000000|0000000000000|0000000000000| |0333330333330|0333330333330|0333330333330|0333330333330|0333330333330|0003000003000|0003000003000|0003000003000|0333330333330|0000000000000|0000000000000|0000000000000| |0333330333330|0333330333330|0333330333330|0333330333330|0333330333330|0003000000000|0003000000000|0333330333330|0333330333330|0333330333330|0333330333330|0333330333330|
Center4_0,|0000000|0333330|0300030|0304030|0300030|0333330|0000000| |0000000|0333330|0300030|0300030|0300030|0333330|0000000|
Center4_1,|000000000000|000000000000|001111111100|000000000000|000000000000|000006600000|000006600000|000000000000|000444444000|000400004000|000444444000|000000000000| |000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000444000000|000404000000|000404000000|000404000000| |000000000000|000000000000|001111111100|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|000000000000|
Center4_2,|0000000000000|0000000080000|0777700000000|0700700000000|0700700000000|0777700000000|0000004000000|0000000000000|0000222000000|0000202000000|0000222000000|0000000000000|0000000000000| |0000000000000|0000000080000|0777700000000|0777700000000|0777700000000|0777700000000|0000004000000|0000000000000|0000222000000|0000222000000|0000222000000|0000000000000|0000000000000| |0000000000000|0000000080000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|
CleanUp6_0,|0000000000|0000000010|0000001110|0000001110|0000000010|0000000000| |0100000000|0100000010|0111001110|0111001110|1110000010|0000000000| |0000000000|0100000010|0111001110|0111001110|0100000010|0000000000|
CleanUp6_1,|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000040|000000000|000000000|000000000|000000000|000000000|000000000|040000000|000000400|000000000| |000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000040|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000| |000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|000000000|
CleanUp6_2,|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000| |000000000000000|000000000000000|000000000000000|000000700000000|000000000000000|000000000000000|000000000000000| |070000000007000|077000000007700|777700000007770|077770000007777|077700000007770|077000000077700|070000000007000|
CompleteShape10_0,|000000000000|022000000000|022200000000|022220000000|022222000000|022002200000|022002200000|022222000000|022220000000|022200000000|022000000000|000000000000| |000000000000|022000000220|022200002220|002220022200|002222222200|022002200220|022002200220|022222222220|022220022220|022200002220|022000000220|000000000000| |000000000000|022000000000|022200000000|002220000000|002222200000|022002200000|022002200000|022222200000|022220000000|022200000000|022000000000|000000000000|
CompleteShape10_1,|000000000006600|000000000066600|000000000666600|000000006666600|000000066666600|000000666666600|000006666666600|000066006666600|000066006666600|000006666666600|000000666666600|000000066666600|000000006666600|000000000666600|000000000066600|000000000006600| |000000000006600|000000000066600|000000000666600|000000006666600|000000066666600|000000666666600|000006666666600|000066606666600|000066606666600|000006666666600|000000666666600|000000066666600|000000006666000|000000000666000|000000000066000|000000000006600| |000000000000000|000000000060000|000000000660000|000000006660000|000000066660000|000000666660000|000006666660000|000066006660000|000066006660000|000006666660000|000000666660000|000000066660000|000000006660000|000000000660000|000000000000000|000000000000000|
CompleteShape10_2,|00000000000000|04444444444400|04444444444400|04444000444400|04444000444400|04444444444400|04444444444400|04444444444400|04444444444400|04444000444400|04444000444400|04444444444400|04444444444400|00000000000000| |00000000000000|04444444444440|00444444444400|00044400444000|00004400440000|00000444400000|00000044000000|00000044000000|00000444400000|00004400440000|00044400444000|00444444444400|04444444444440|00000000000000| |00000000000000|04444444440400|04444444444000|04444000444400|04444000444400|04444444444400|04444444444400|04444444444400|04444444444400|04444000444400|04444000444400|04444444444400|04444444444400|00000000000000|
AboveBelow5_0,|00060000|00060000|00060000|00050006|60050006|60050006|50050005|50050005| |00060000|00060000|00060000|00050005|50050005|60050005|50050005|50050005| |00060000|00060000|00060000|00050006|50050006|60050006|50050005|50050005|
AboveBelow5_1,|000000|282200|282200|282200|288200|288200|288200|288200|888200|888200| |000000|888800|888800|888800|888800|888800|888800|228800|888800|888800| |000000|282200|282200|282200|282200|282800|228800|282200|282200|282200|
AboveBelow5_2,|111111111111|111111111111|111111111111|111111111111| |999999999999|999999999999|999999999999|111111111111| |999999999999|999999999999|999999999999|999999999999|
CleanUp4_0,|400000000000000|000000000000000|055550005555555|050050005000005|050050005000005|050050005000005|055550005000005|000000005000005|000555005000005|000505005555555|000505000000000|000505000000000|000555000000000|000000000000000|000000000000000| |000000000000000|000000000000000|055550005555555|050050005000005|050050005000005|050050005000005|055550005000005|000000005000005|000555005000005|000505005555555|000505000000000|000505000000000|000555000000000|000000000000000|000000000000000| |500000000000000|000005000000000|055550005555555|055050005000005|050550005000005|050050005000005|055550005000005|000000005000005|000555005000005|500505005555555|000505000000000|000505000000000|000555000000000|050000000000000|000000000000000|
CleanUp4_1,|40000000003333000000|00000000003003000000|04444000003003000000|04004000003003000000|04004000003003000000|04004000003003000000|04444000003333000000|00000000000000000000|00000000000000000000|00006666666666666660|00006000000000000060|99906000000000000060|90906000000000000060|90906000000000000060|90906666666666666660|90900000000000000000|90900000000000000000|99900000000000000000| |00000000003333000000|00000000003003000000|04444000003003000000|04004000003003000000|04004000003003000000|04004000003003000000|04444000003333000000|00000000000000000000|00000000000000000000|00006666666666666660|00006000000000000060|99906000000000000060|90906000000000000060|90906000000000000060|90906666666666666660|90900000000000000000|90900000000000000000|99900000000000000000| |60600060006666006060|00600060006006000000|06666060006006000066|06006006006066006000|06006600006006000600|06006000000000000000|06666006006000060666|00006600600000000000|06600000000000000000|00006666666666666660|00006000000000000060|66606006000606000060|60606000600000060060|66606000006600000060|60606666666666666660|60600000000000000000|60600000060000006600|66600000000066600000|
CleanUp4_2,|0200020020|0044444440|2040000040|0042000040|2040000040|2044444442|0000000000|0033332330|0230002030|0033333330| |2222222222|2244444442|2242222242|2242222242|2242222242|2244444442|2222222222|2233333332|2233333332|2233333332| |2222222222|2244444442|2242222242|2242222242|2242222242|2244444442|2222222222|2222222222|2222222222|2222222222|
Copy1_0,|808808|000000|080080|000000|808808|808808|000000|080080|000000|808808|808808|000000| |808808|000000|080080|000000|808808| |808808|000000|080080|000000|808808|808808|000000|080080|000000|808808|
Copy1_1,|666|666|666| |6666666666|6666666666| |66666|66666|
Copy1_2,|222222|222222|211112|211112|222222|222222| |222222222222|222222222222|211112211112|211112211112|222222222222|222222222222| |222222222222|222222222222|222222222222|222222222222|222222222222|222222222222|
